is_sarcastic,headline,article_link
0,Over 1 million joined Sushant’s prayer meet: Sister,https://www.canindia.com/over-1-million-joined-sushants-prayer-meet-sister/
0,Over 1 millionn joined Sushant’s prayer meet: Sister,https://www.canindia.com/over-1-millionn-joined-sushants-prayer-meet-sister/
0,"Nishikant Kamat update: Riteish Deshmukh, Milap Zaveri, Sandhya Mridul dispel death rumours",https://www.canindia.com/nishikant-kamat-update-riteish-deshmukh-milap-zaveri-sandhya-mridul-dispel-death-rumours/
0,Shruti Haasan: I’m always looking to improve myself,https://www.canindia.com/shruti-haasan-im-always-looking-to-improve-myself/
0,Richa Chadha: Need of hour is systemic shift in how we perceive nature,https://www.canindia.com/richa-chadha-need-of-hour-is-systemic-shift-in-how-we-perceive-nature/
0,Ankit Tiwari sings his first devotional track,https://www.canindia.com/ankit-tiwari-sings-his-first-devotional-track/
0,‘Sadak 2’ trailer third most disliked video in the world,https://www.canindia.com/sadak-2-trailer-third-most-disliked-video-in-the-world/
0,"Richa Chadha, Ali Fazal back film on rural economic revolution",https://www.canindia.com/richa-chadha-ali-fazal-back-film-on-rural-economic-revolution/
0,Karan Singh Grover on why grey shades always click,https://www.canindia.com/karan-singh-grover-on-why-grey-shades-always-click/
0,The casting is half the battle won (Column: B-Town),https://www.canindia.com/the-casting-is-half-the-battle-won-column-b-town/
0,"Music labels pay nightclubs, restaurants to play their songs: Abhigyan Jha",https://www.canindia.com/music-labels-pay-nightclubs-restaurants-to-play-their-songs-abhigyan-jha/
0,TV actors on favouritism in industry: Talent will triumph,https://www.canindia.com/tv-actors-on-favouritism-in-industry-talent-will-triumph/
0,Dangerous: Too amateurish to thrill (IANS Review; Rating: * * ),https://www.canindia.com/dangerous-too-amateurish-to-thrill-ians-review-rating/
0,Allu Sirish: People have stigma endorsing something Indian made,https://www.canindia.com/allu-sirish-people-have-stigma-endorsing-something-indian-made/
0,"Child stars Ruhaanika, Riva and Akriti rally for a green cause",https://www.canindia.com/child-stars-ruhaanika-riva-and-akriti-rally-for-a-green-cause/
0,"‘Qismat’ co-stars Ammy Virk, Sargun Mehta unite in new song video",https://www.canindia.com/qismat-co-stars-ammy-virk-sargun-mehta-unite-in-new-song-video/
0,Bhumi Pednekar urges all to opt for eco-friendly Ganpati idols,https://www.canindia.com/bhumi-pednekar-urges-all-to-opt-for-eco-friendly-ganpati-idols/
0,Shalmali: Whenever someone calls me a ‘singer’ I almost cringe,https://www.canindia.com/shalmali-whenever-someone-calls-me-a-singer-i-almost-cringe/
0,Radhika Apte shares nude pictures on the beach,https://www.canindia.com/radhika-apte-shares-nude-pictures-on-the-beach/
0,Sanjay Dutt gets poignant note from friend who inspired Vicky Kaushal’s role in ‘Sanju’,https://www.canindia.com/sanjay-dutt-gets-poignant-note-from-friend-who-inspired-vicky-kaushals-role-in-sanju/
0,Did Sonakshi take a jibe at Kangana over ‘nepotism’ debate?,https://www.canindia.com/did-sonakshi-take-a-jibe-at-kangana-over-nepotism-debate/
0,Malaika Arora shares how to enhance beauty with an organic body scrub,https://www.canindia.com/malaika-arora-shares-how-to-enhance-beauty-with-an-organic-body-scrub/
0,Salim-Sulaiman hit the stage for first time in 5 months,https://www.canindia.com/salim-sulaiman-hit-the-stage-for-first-time-in-5-months/
0,"Chunky Panday: Ananya, I will have a lot of fun if we work together",https://www.canindia.com/chunky-panday-ananya-i-will-have-a-lot-of-fun-if-we-work-together/
0,Sylvester Stallone enjoys a day on the beach with family,https://www.canindia.com/sylvester-stallone-enjoys-a-day-on-the-beach-with-family/
0,Sharon Stone reveals her younger sister Kelly has Covid-19,https://www.canindia.com/sharon-stone-reveals-her-younger-sister-kelly-has-covid-19/
0,Ram Kapoor on shooting in Covid era: Feel hesitant but not fearful,https://www.canindia.com/ram-kapoor-on-shooting-in-covid-era-feel-hesitant-but-not-fearful/
0,Karan Singh Grover defines independence with a new painting,https://www.canindia.com/karan-singh-grover-defines-independence-with-a-new-painting/
0,"‘Sholay’ turns 45: Big B, Ramesh Sippy, Hema Malini on why the film remains...",https://www.canindia.com/sholay-turns-45-big-b-ramesh-sippy-hema-malini-on-why-the-film-remains-special/
0,"Amit Sadh, Amrita Puri, Sushant Singh to star in new war series ‘Zidd’",https://www.canindia.com/amit-sadh-amrita-puri-sushant-singh-to-star-in-new-war-series-zidd/
0,Shilpa Shetty to daughter: Happy half birthday,https://www.canindia.com/shilpa-shetty-to-daughter-happy-half-birthday/
0,Harleen Sethi to be seen as army officer in ‘The Test Case 2’,https://www.canindia.com/harleen-sethi-to-be-seen-as-army-officer-in-the-test-case-2/
0,Film celebs wish India on Independence Day,https://www.canindia.com/film-celebs-wish-india-on-independence-day/
0,Karan Johar returns to Instagram after two months,https://www.canindia.com/karan-johar-returns-to-instagram-after-two-months/
0,Sushant Singh Rajput gets special honour from California State Assembly,https://www.canindia.com/sushant-singh-rajput-gets-special-honour-from-california-state-assembly/
0,Bollywood’s new patriotism looks at achievers who made the nation proud,https://www.canindia.com/bollywoods-new-patriotism-looks-at-achievers-who-made-the-nation-proud/
0,Ankit Tiwari: Creating romantic single for ‘Sadak 2’ was surreal for me,https://www.canindia.com/ankit-tiwari-creating-romantic-single-for-sadak-2-was-surreal-for-me/
0,Akshay Kumar roots for light-hearted entertainment in these trying times,https://www.canindia.com/akshay-kumar-roots-for-light-hearted-entertainment-in-these-trying-times/
0,YRF to announce mega project slate on Yash Chopra’s birth anniversary,https://www.canindia.com/yrf-to-announce-mega-project-slate-on-yash-chopras-birth-anniversary/
0,Sushant’s friend Mahesh Shetty posts after a while: Let truth win,https://www.canindia.com/sushants-friend-mahesh-shetty-posts-after-a-while-let-truth-win/
0,SRK finds ‘guidelines for being a true Indian’ in National flag,https://www.canindia.com/srk-finds-guidelines-for-being-a-true-indian-in-national-flag/
0,"SP Balasubrahmanyam still critical, celeb and fan wishes keep pouring in",https://www.canindia.com/sp-balasubrahmanyam-still-critical-celeb-and-fan-wishes-keep-pouring-in/
0,"Urvashi Rautela, Rashami Desai latest celebs to demand #CBIforSSR",https://www.canindia.com/urvashi-rautela-rashami-desai-latest-celebs-to-demand-cbiforssr/
0,"Sushant, Disha victims of serial killing, just like Jiah, says Rabia Khan (IANS...",https://www.canindia.com/sushant-disha-victims-of-serial-killing-just-like-jiah-says-rabia-khan-ians-exclusive/
0,Vicky Kaushal plays ‘Ae watan’ on Veena to celebrate Independence Day,https://www.canindia.com/vicky-kaushal-plays-ae-watan-on-veena-to-celebrate-independence-day/
0,"Sushant, Disha victims of serial killing, just like Jiah: Rabia Khan (IANS Exclusive)",https://www.canindia.com/sushant-disha-victims-of-serial-killing-just-like-jiah-rabia-khan-ians-exclusive/
0,Varun Dhawan raises the temperature with washboard abs in new monochrome post,https://www.canindia.com/varun-dhawan-flaunts-washboard-abs/
0,ED questions personal staff of Sushant in money laundering probe,https://www.canindia.com/ed-questions-personal-staff-of-sushant-in-money-laundering-probe/
0,Radhika Apte champions the nudist cause as she hits the beach in ‘birth suit’,https://www.canindia.com/radhika-apte-shares-happy-picture-in-birth-suit-from-beach/
0,Pawar kin accuses BJP of politicising Sushant death case,https://www.canindia.com/pawar-kin-accuses-bjp-of-politicising-sushant-death-case/
0,B-town celebs unite to musically champion an Independence Day cause,https://www.canindia.com/celebs-unite-to-musically-champion-an-independence-day-cause/
0,Radhika Madan captures her super lovely moods,https://www.canindia.com/radhika-madan-captures-her-super-lovely-moods/
0,Javed Ali: Govinda has always been my favourite,https://www.canindia.com/javed-ali-govinda-has-always-been-my-favourite/
0,How Farah Khan got her cameo in Masaba Masaba,https://www.canindia.com/how-farah-khan-got-her-cameo-in-masaba-masaba/
0,Nikita Dutta: Rocket Gang takes me out of my comfort zone,https://www.canindia.com/nikita-dutta-rocket-gang-takes-me-out-of-my-comfort-zone/
0,Independence Day special: Sukhwinder Singh’s new song is a befitting tribute to India,https://www.canindia.com/sukhwinder-singhs-new-song-pays-tribute-to-india-ahead-of-independence-day/
0,"ED questions SSR’s former staff, who took care of his expenses",https://www.canindia.com/ed-questions-ssrs-former-staff-who-took-care-of-his-expenses/
0,"#GlobalPrayersForSSR trends, Ramdev does havan, Ankita calls late actor Miracle-Man",https://www.canindia.com/globalprayersforssr-trends-ramdev-does-havan-ankita-calls-late-actor-miracle-man/
0,Ankita shares bank statements after reports that Sushant paid her EMI,https://www.canindia.com/ankita-shares-bank-statements-after-reports-that-sushant-paid-her-emi/
0,"Patriotism comes from love, jingoism from hatred: Filmmaker Raja Krishna Menon",https://www.canindia.com/patriotism-comes-from-love-jingoism-from-hatred-filmmaker-raja-krishna-menon/
0,Pankaj Tripathi: Films can’t alter reality but can steer conversation,https://www.canindia.com/pankaj-tripathi-films-cant-alter-reality-but-can-steer-conversation/
0,Armaan Malik: Didn’t use family name to further my career,https://www.canindia.com/armaan-malik-didnt-use-family-name-to-further-my-career/
0,Dev Patel: My love affair with India started with ‘Slumdog Millionaire’,https://www.canindia.com/dev-patel-my-love-affair-with-india-started-with-slumdog-millionaire/
0,TV stars on freedom in the time of lockdown and social distancing,https://www.canindia.com/tv-stars-on-freedom-in-the-time-of-lockdown-and-social-distancing/
0,Khuda Haafiz: Old-school action drama (IANS Review; Rating: * * and 1/2 ),https://www.canindia.com/khuda-haafiz-old-school-action-drama-ians-review-rating-and-1-2/
0,Ankita shares bank statements after reports claim Sushant paid her EMI,https://www.canindia.com/ankita-shares-bank-statements-after-reports-claim-sushant-paid-her-emi/
0,"Singer SP Balasubramanyam on life support, condition critical",https://www.canindia.com/noted-singer-sp-balasubramanyam-condition-is-critical/
0,SP Balasubramaniam on life support,https://www.canindia.com/sp-balasubramaniam-on-life-support/
0,Viral video shows Sushant’s sister Priyanka scolding staff over money transfer,https://www.canindia.com/viral-video-shows-sushants-sister-priyanka-scolding-staff-over-money-transfer/
0,Sushant’s brother-in-law recalls how he broke news to actor’s sister Shweta,https://www.canindia.com/sushants-brother-in-law-recalls-how-he-broke-news-to-actors-sister-shweta/
0,Dimitri Vegas & Like Mike to headline Sunburn For Goa music fest,https://www.canindia.com/dimitri-vegas-like-mike-to-headline-sunburn-for-goa-music-fest/
0,Sai Dharam Tej to star in a mystical thriller,https://www.canindia.com/sai-dharam-tej-to-star-in-a-mystical-thriller/
0,Sanjay Dutt to wrap up ‘Sadak 2’ dubbing before medical break,https://www.canindia.com/sanjay-dutt-to-wrap-up-sadak-2-dubbing-before-medical-break/
0,Rhea has no link with abusive Insta account demanding #justiceforrhea: Lawyer,https://www.canindia.com/rhea-has-no-link-with-abusive-insta-account-demanding-justiceforrhea-lawyer/
0,Nitish govt must demand SC-monitored probe into SSR case: Bihar Cong in-charge (IANS Interview),https://www.canindia.com/nitish-govt-must-demand-sc-monitored-probe-into-ssr-case-bihar-cong-in-charge-ians-interview/
0,ED finds no big transfers between SSR and Rhea’s accounts,https://www.canindia.com/ed-finds-no-big-transfers-between-ssr-and-rheas-accounts/
0,Flashback Friday: Karisma Kapoor recalls Raja Hindustani days with Aamir Khan,https://www.canindia.com/karisma-kapoor-recalls-raja-hindustani-days-with-aamir-khan/
0,‘Batman’ first preview to be launched on Aug 22 at virtual gala,https://www.canindia.com/batman-first-preview-to-be-launched-on-aug-22-at-virtual-gala/
0,Priyanka Chopra’s ‘Evil Eye’ headed for Amazon Prime release,https://www.canindia.com/priyanka-chopras-evil-eye-headed-to-ott-platform/
0,‘Apologise with folded hands on TV’: Shiv Sena to Arnab Goswami,https://www.canindia.com/apologise-with-folded-hands-on-tv-shiv-sena-to-arnab-goswami/
0,Bollywood Mafia Mahesh Bhatt threatened to kill me: Jiah Khan’s mother,https://www.canindia.com/jiah-khans-mother-calls-mahesh-bhatt-mouthpiece-of-bollywood-mafia/
0,Janhvi Kapoor shares best memories from ‘Gunjan Saxena’ shoot,https://www.canindia.com/janhvi-kapoor-shares-best-memories-from-gunjan-saxena-shoot/
0,Varun Dhawan: Finding ‘yaari’ in your father is special,https://www.canindia.com/varun-dhawan-finding-yaari-in-your-father-is-special/
0,Sonam Kapoor seeks book recommendations from her 30 Million fans,https://www.canindia.com/sonam-kapoor-revisiting-books-is-like-opening-up-a-memory-box/
0,‘Masaba Masaba’ about flaws and insecurities: Director Sonam Nair,https://www.canindia.com/masaba-masaba-about-flaws-and-insecurities-director-sonam-nair/
0,"Lesley Manville, Sean Bean open up on ‘World On Fire’",https://www.canindia.com/lesley-manville-sean-bean-open-up-on-world-on-fire/
0,Urvashi Rautela all set to make Telugu debut,https://www.canindia.com/urvashi-rautela-all-set-to-make-telugu-debut/
0,Sunny Leone spends beach time with hubby Daniel,https://www.canindia.com/sunny-leone-spends-beach-time-with-hubby-daniel/
0,My brother has become Dhoni: Sushant’s sister posts throwback video,https://www.canindia.com/my-brother-has-become-dhoni-sushants-sister-posts-throwback-video/
0,Kareena wishes happy birthday to ‘sparkle’ of her life Saif,https://www.canindia.com/kareena-wishes-happy-birthday-to-sparkle-of-her-life-saif/
0,"Sushant ‘murder’ Waterloo, Watergate for B’wood, Mumbai Police, Maha govt: Swamy",https://www.canindia.com/sushant-murder-waterloo-watergate-for-bwood-mumbai-police-maha-govt-swamy/
0,Amitabh Bachchan pens an appreciation note for Kunal Kemmu,https://www.canindia.com/amitabh-bachchan-pens-an-appreciation-note-for-kunal-kemmu/
0,Freida Pinto bags TV adaptation of ‘The Henna Artist’,https://www.canindia.com/freida-pinto-bags-tv-adaptation-of-the-henna-artist/
0,"Varun to dad David Dhawan: Thank you for teaching me to handle success, failure",https://www.canindia.com/varun-to-dad-david-dhawan-thank-you-for-teaching-me-to-handle-success-failure/
0,"Kangana Ranaut targets Karan Johar, Gunjan Saxena film",https://www.canindia.com/kangana-ranaut-targets-karan-johar-gunjan-saxena-film/
0,Diljit Dosanjh on Sushant: ‘Suicide waali baat digest toh nahi hoti’,https://www.canindia.com/diljit-dosanjh-on-sushant-suicide-waali-baat-digest-toh-nahi-hoti/
0,Sheetal Maulik enjoys being bad on TV,https://www.canindia.com/sheetal-maulik-enjoys-being-bad-on-tv/
0,Ankita Lokhande reaffirms support to Sushant Singh Rajput’s family in their fight for justice,https://www.canindia.com/ankita-reaffirms-support-to-sushants-family-in-their-fight-for-justice/
0,How ‘Mission Mangal’ gave Kirti Kulhari recognition among kids,https://www.canindia.com/kirti-kulhari-mission-mangal-gave-me-recognition-among-kids/
0,‘Bandish Bandits’ star Ritwik Bhowmik: This is my dream debut,https://www.canindia.com/bandish-bandits-star-ritwik-bhowmik-this-is-my-dream-debut/
0,Sushant Singh Rajput’s fans troll Deepika Padukone for her ‘depression’ tweets after his death,https://www.canindia.com/sushant-fans-troll-deepika-padukone-for-her-depression-tweets-after-his-death/
0,‘Happu Singh’ star Yogesh Tripathi has a working birthday,https://www.canindia.com/happu-singh-star-yogesh-tripathi-has-a-working-birthday/
0,Hansal Mehta’s job of the day: Reading stories to tribal kids,https://www.canindia.com/hansal-mehtas-job-of-the-day-reading-stories-to-tribal-kids/
0,Rajkummar Rao aspires to sing outside the bathroom someday,https://www.canindia.com/rajkummar-rao-wants-to-sing-outside-the-bathroom-someday/
0,"‘Sadak 2’ composer Suniljeet slams plagiarism charges, says Ishq Kamaal is not a copy",https://www.canindia.com/sadak-2-music-composer-denies-plagiarism-charges/
0,Priyanka Chopra’s ‘Wanderlust’ post will make you want to travel,https://www.canindia.com/priyanka-chopra-is-gripped-by-wanderlust/
0,How Vinay Pathak’s process of choosing scripts has changed,https://www.canindia.com/how-vinay-pathaks-process-of-choosing-scripts-has-changed/
0,"Salman Khan launches Being Human masks, trolls have a field day",https://www.canindia.com/salman-khan-tweets-pic-wearing-mask-of-his-brand-gets-trolled/
0,Riteish remembers father Vilasrao Deshmukh on death anniversary,https://www.canindia.com/riteish-remembers-father-vilasrao-deshmukh-on-death-anniversary/
0,Ishaan Khatter to star in a war action film ‘Pippa’,https://www.canindia.com/ishaan-khatter-to-star-in-a-war-action-film/
0,Actress Rupali Suri tests Covid-19 positive,https://www.canindia.com/actress-rupali-suri-tests-covid-19-positive/
0,Salman Khan gets trolled after launching Covid masks,https://www.canindia.com/salman-khan-gets-trolled-after-launching-covid-masks/
0,"Viral video shows Sushant Singh Rajput singing Krishna bhajan, fans get emotional",https://www.canindia.com/sushant-sings-krishna-bhajan-in-a-video-that-has-emerged-online/
0,"Payal Ghosh hands out sanitisers, masks, flags to celebrate Independence Day",https://www.canindia.com/payal-ghosh-gives-out-sanitisers-masks-flags-to-celebrate-independence-day/
0,‘Babumoshai Bandookbaaz’ makers asked to clear old dues before starting next film,https://www.canindia.com/babumoshai-bandookbaaz-makers-asked-to-clear-old-dues-before-starting-next-film/
0,How Kubbra Sait lost her ‘virginity’ to the Covid-19 test,https://www.canindia.com/kubbra-sait-compares-covid-19-test-with-sex/
0,World On Fire: Of war and ordinary lives (IANS Review; Rating: * * *...,https://www.canindia.com/world-on-fire-of-war-and-ordinary-lives-ians-review-rating/
0,Throwback Thursday: Siddhant Chaturvedi shares dance video with Sushant Singh Rajput from his college...,https://www.canindia.com/siddhant-chaturvedi-shares-college-video-of-chikni-chameli-dance-with-sushant/
0,"For veteran actor Govinda, dance is like talking without having to use words",https://www.canindia.com/govinda-dance-is-like-talking-without-having-to-use-words/
0,TV actress Urvashi Upadhyay explains how social media changed television space,https://www.canindia.com/social-media-changed-television-space-urvashi-upadhyay/
0,"Diljit Dosanjh’s hilarious ‘Clash’ with Alexa goes viral, garners over 13 Million views",https://www.canindia.com/diljit-dosanjhs-clash-with-alexa-goes-viral/
0,Why Vaani Kapoor is floored by Ayushmann Khurrana,https://www.canindia.com/vaani-kapoor-ayushmann-is-one-of-the-most-earnest-actors-of-our-generation/
0,Namrata Shirodkar looks back at winning Miss India crown in 1993,https://www.canindia.com/namrata-shirodkar-recalls-winning-miss-india/
0,"Subhash Ghai’s ‘Taal’ turns 21: Anil Kapoor, Akshaye Khanna get nostalgic",https://www.canindia.com/taal-turns-21-anil-kapoor-akshaye-khanna-get-nostalgic/
0,TV Actor Nitesh Pandey joins ‘Indiawaali Maa’ cast,https://www.canindia.com/tv-actor-nitesh-pandey-joins-indiawaali-maa-cast/
0,Filmmaker Rohit Shetty wants ‘Little Singham’ to take the world by storm,https://www.canindia.com/rohit-shetty-wants-little-singham-to-take-on-the-world-next/
0,"Gunjan Saxena: I had support of fellow officers, supervisors, commanding officers at IAF",https://www.canindia.com/gunjan-saxena-i-had-support-of-fellow-officers-supervisors-commanding-officers-at-iaf/
0,"Kareena-Saif, Hardik-Natasa to welcome ‘coronial’ babies’",https://www.canindia.com/kareena-saif-hardik-natasa-to-welcome-coronial-babies/
0,Sushant case: Kangana Ranaut demands CBI probe ahead of SC hearing,https://www.canindia.com/sushant-case-kangana-ranaut-demands-cbi-probe-ahead-of-sc-hearing/
0,‘Suicide Or Murder’ actress: The film is a movement against Bollywood mafias,https://www.canindia.com/suicide-or-murder-actress-the-film-is-a-movement-against-bollywood-mafias/
0,Sushant’s niece Mallika: I don’t know a better person and I never will,https://www.canindia.com/sushants-niece-mallika-i-dont-know-a-better-person-and-i-never-will/
0,Sridevi’s 57th birth anniversary: Fans remember late superstar,https://www.canindia.com/sridevis-57th-birth-anniversary-fans-remember-late-superstar/
0,‘Patna FIR best be regarded as Zero FIR and transferred to Mumbai’,https://www.canindia.com/patna-fir-best-be-regarded-as-zero-fir-and-transferred-to-mumbai/
0,Sushant’s sister Shweta: Demanding an unbiased investigation is our right,https://www.canindia.com/sushants-sister-shweta-demanding-an-unbiased-investigation-is-our-right/
0,"ED summons SSR’s personal staff, will probe doc collected from Rhea, others",https://www.canindia.com/ed-summons-ssrs-personal-staff-will-probe-doc-collected-from-rhea-others/
0,No FIR was lodged in Mumbai due to political pressure: Bihar to SC,https://www.canindia.com/no-fir-was-lodged-in-mumbai-due-to-political-pressure-bihar-to-sc/
0,TV star Vikas Sethi to launch production house with comedy web series,https://www.canindia.com/tv-star-vikas-sethi-to-launch-production-house-with-comedy-web-series/
0,Film lyricist Chunakkara Ramankutty passes away,https://www.canindia.com/film-lyricist-chunakkara-ramankutty-passes-away/
0,Why Gaurav Gera loves the internet as a comic artiste,https://www.canindia.com/why-gaurav-gera-loves-the-internet-as-a-comic-artiste/
0,Ayushmann Khurrana hails SC verdict on equal property rights to daughters,https://www.canindia.com/ayushmann-khurrana-hails-sc-verdict-on-equal-property-rights-to-daughters/
0,Vidya Balan: I find it easier to follow my heart,https://www.canindia.com/vidya-balan-i-find-it-easier-to-follow-my-heart/
0,Manoj Muntashir : Rahat Indori was a star who enlightened us (FIRST PERSON),https://www.canindia.com/manoj-muntashir-rahat-indori-was-a-star-who-enlightened-us-first-person/
0,Gunjan Saxena: Set-piece biopic manages to regale (IANS Review; Rating: * * * ),https://www.canindia.com/gunjan-saxena-set-piece-biopic-manages-to-regale-ians-review-rating/
0,Sushant Singh Rajput & Rhea Chakraborty were to feature in Rumi Jaffery’s film,https://www.canindia.com/sushant-rhea-were-slated-to-feature-in-rumi-jafferys-film/
0,Akshay Kumar the only Indian in Forbes 2020 list of 10 highest paid male...,https://www.canindia.com/akshay-kumar-the-only-indian-in-forbes-2020-list-of-10-highest-paid-male-actors/
0,"ED seizes mobiles, electronic gadgets of Rhea Chakraborty & kin",https://www.canindia.com/ed-seizes-mobiles-electronic-gadgets-of-rhea-kin/
0,Actor-author Twinkle Khanna offers her two cents on the ‘period leave’ debate,https://www.canindia.com/twinkle-khanna-reacts-to-period-leave-debate/
0,Filmmaker Subhash Ghai ‘amused’ by Mahima Chaudhry’s claim that he bullied her,https://www.canindia.com/subhash-ghai-reacts-to-mahima-chaudhrys-claim-that-he-bullied-her/
0,Rapper Rishiking’s new song ‘Jai Hind’ gets 500k views within a day,https://www.canindia.com/rapper-rishikings-new-song-jai-hind-gets-500k-views-within-a-day/
0,Ali Asgar ‘honoured’ to play Emperor Akbar in new show,https://www.canindia.com/ali-asgar-is-honoured-to-play-akbar-in-new-show/
0,When TV star Namit Khanna turned model-cum-photographer during lockdown,https://www.canindia.com/when-tv-star-namit-khanna-turned-model-cum-photographer-during-lockdown/
0,Ali Fazal thanks late Robin Williams for healing him through his childhood,https://www.canindia.com/ali-fazal-thanks-late-robin-williams-for-healing-him-through-his-childhood/
0,Anuradha Paudwal: I feel peace when I sing bhajans,https://www.canindia.com/anuradha-paudwal-i-feel-peace-when-i-sing-bhajans/
0,Maniesh Paul relives ‘sitting in style’ during free period at school,https://www.canindia.com/maniesh-paul-relives-sitting-in-style-during-free-period-at-school/
0,"Bollywood looks down upon TV actors, says Hina Khan",https://www.canindia.com/hina-khan-bollywood-looks-down-upon-tv-actors/
0,Hema Malini launches solo bhajans on the occasion of Janmashtami,https://www.canindia.com/hema-malini-sings-janmashtami-bhajans/
0,"Chunky Panday: In ’80s and ’90s, heroes couldn’t dream of doing negative roles",https://www.canindia.com/chunky-panday-in-80s-and-90s-heroes-couldnt-dream-of-doing-negative-roles/
0,Planet Marathi OTT launches pay per view Ticket Window,https://www.canindia.com/planet-marathi-ott-launches-pay-per-view-ticket-window/
0,Global prayer meet for Sushant on Independence Day,https://www.canindia.com/global-prayer-meet-for-sushant-on-independence-day/
0,"Lockdown suicides call for attention on film, TV world’s mental health",https://www.canindia.com/lockdown-suicides-call-for-attention-on-film-tv-worlds-mental-health/
0,Bollywood joins CBI probe demand in Sushant case,https://www.canindia.com/bollywood-joins-cbi-probe-demand-in-sushant-case/
0,"Vikrant Massey, Kriti Kharbanda’s comedy set for July 2021 release",https://www.canindia.com/vikrant-massey-kriti-kharbandas-comedy-set-for-july-2021-release/
0,"UP girl will walk again, thanks to actor Sonu Sood",https://www.canindia.com/up-girl-will-walk-again-thanks-to-actor-sonu-sood/
0,Sonu Sood recalls his initial days of struggle in Mumbai,https://www.canindia.com/sonu-sood-recalls-his-initial-days-of-struggle-in-mumbai/
0,Aasif Mandvi: My parents were disappointed that their son was good at being a...,https://www.canindia.com/aasif-mandvi-my-parents-were-disappointed-that-their-son-was-good-at-being-a-clown/
0,Ranveer Singh’s music label aims to celebrate sounds of India,https://www.canindia.com/ranveer-singhs-music-label-aims-to-celebrate-sounds-of-india/
0,Vir Das to release unscripted homegrown comedy special,https://www.canindia.com/vir-das-to-release-unscripted-homegrown-comedy-special/
0,Manushi Chhillar: Likes and shares in virtual world add to pressure,https://www.canindia.com/manushi-chhillar-likes-and-shares-in-virtual-world-add-to-pressure/
0,"Abish Mathew on comedians being trolled for past sketches, tweets",https://www.canindia.com/abish-mathew-on-comedians-being-trolled-for-past-sketches-tweets/
0,Dark side of the dazzle and fame,https://www.canindia.com/dark-side-of-the-dazzle-and-fame/
0,Ankita Lokhande shares ‘prayers and positivity’ for Sushant,https://www.canindia.com/ankita-lokhande-shares-prayers-and-positivity-for-sushant-2/
0,Poster parodying ‘Sadak 2’ goes viral,https://www.canindia.com/poster-parodying-sadak-2-goes-viral/
0,Sanjay Dutt diagnosed with Stage 3 lung cancer,https://www.canindia.com/sanjay-dutt-diagnosed-with-lung-cancer/
0,"Rhea Chakraborty called Aamir Khan once, superstar texted back thrice",https://www.canindia.com/rhea-called-aamir-khan-once-superstar-smsed-thrice-2nd-ld-correcting-para-4/
0,Rup Magon opens up about being the first turbaned Sikh to play lead on...,https://www.canindia.com/rup-magon-opens-up-about-being-the-first-turbaned-sikh-to-play-lead-on-canadian-national-tv/
0,Sushant Singh Rajput’s longest phone conversation with girlfriend Rhea Chakraborty was ‘a little over...,https://www.canindia.com/sushant-didnt-speak-to-rhea-from-june-5-14-on-phone-cdr/
0,"Dell, NITI Aayog launch 2nd student entrepreneurship programme",https://www.canindia.com/dell-niti-aayog-launch-2nd-student-entrepreneurship-programme/
0,Big B gets emotional on mother’s birth anniversary,https://www.canindia.com/big-b-gets-emotional-on-mothers-birth-anniversary/
0,Celebs pray for speedy recovery of Sanjay Dutt,https://www.canindia.com/celebs-pray-for-speedy-recovery-of-sanjay-dutt/
0,Former cook says Sushant could not have been depressed,https://www.canindia.com/former-cook-says-sushant-could-not-have-been-depressed/
0,Majeed Memon: Sushant was not as famous during his lifetime as after death,https://www.canindia.com/majeed-memon-sushant-was-not-as-famous-during-his-lifetime-as-after-death/
0,"Sushant fans troll Sadak 2 trailer, with apologies to Sanjay Dutt",https://www.canindia.com/sushant-fans-troll-sadak-2-trailer-with-apologies-to-sanjay-dutt/
0,"Cancer survivors Manisha Koirala, Yuvraj Singh pen messages for Sanjay Dutt",https://www.canindia.com/cancer-survivors-manisha-koirala-yuvraj-singh-pen-messages-for-sanjay-dutt/
0,"Sushant’s brother sends legal notice to Raut, seeks apology",https://www.canindia.com/sushants-brother-sends-legal-notice-to-raut-seeks-apology/
0,Lawyer Ujjwal Nikam invokes jurisdiction issue in SSR case,https://www.canindia.com/lawyer-ujjwal-nikam-invokes-jurisdiction-issue-in-ssr-case/
0,Karan Wahi: Was sceptical to shoot amid pandemic,https://www.canindia.com/karan-wahi-was-sceptical-to-shoot-amid-pandemic/
0,Krushna Abhishek on Bharti Singh: Our camaraderie is on a different level,https://www.canindia.com/krushna-abhishek-on-bharti-singh-our-camaraderie-is-on-a-different-level/
0,Radhika Madan boards ‘Binod’ meme bandwagon,https://www.canindia.com/radhika-madan-joins-the-binod-meme-frenzy/
0,Kushal Tandon in music video of single that pays tribute to Pulwama martyrs,https://www.canindia.com/kushal-tandon-in-music-video-of-single-that-pays-tribute-to-pulwama-martyrs/
0,Amrita Singh marks ‘Quarter Century’ as a Mommy: Birthday girl Sara Ali Khan pens...,https://www.canindia.com/birthday-girl-sara-ali-khan-pens-special-note-for-mom/
0,Rasika Dugal: My career is about different people seeing me in different roles,https://www.canindia.com/rasika-dugal-my-career-is-about-different-people-seeing-me-in-different-roles/
